@relation 'all_train-weka.filters.unsupervised.attribute.Remove-R1,502-515,517-519-weka.filters.unsupervised.attribute.Remove-R502-weka.filters.unsupervised.attribute.NumericTransform-R1-500-Cjava.lang.Math-Mlog-weka.filters.unsupervised.attribute.Remove-V-R21,360,4,51,283,461,76,479,201,312,77,343,483,263,485,356,74,398,274,217,214,282,134,286,25,95,90,54,154,73,344,465,222,92,347,207,326,348,315,166,96,131,430,188,329,352,264,17,160,357,501'

@attribute dim21 numeric
@attribute dim360 numeric
@attribute dim4 numeric
@attribute dim51 numeric
@attribute dim283 numeric
@attribute dim461 numeric
@attribute dim76 numeric
@attribute dim479 numeric
@attribute dim201 numeric
@attribute dim312 numeric
@attribute dim77 numeric
@attribute dim343 numeric
@attribute dim483 numeric
@attribute dim263 numeric
@attribute dim485 numeric
@attribute dim356 numeric
@attribute dim74 numeric
@attribute dim398 numeric
@attribute dim274 numeric
@attribute dim217 numeric
@attribute dim214 numeric
@attribute dim282 numeric
@attribute dim134 numeric
@attribute dim286 numeric
@attribute dim25 numeric
@attribute dim95 numeric
@attribute dim90 numeric
@attribute dim54 numeric
@attribute dim154 numeric
@attribute dim73 numeric
@attribute dim344 numeric
@attribute dim465 numeric
@attribute dim222 numeric
@attribute dim92 numeric
@attribute dim347 numeric
@attribute dim207 numeric
@attribute dim326 numeric
@attribute dim348 numeric
@attribute dim315 numeric
@attribute dim166 numeric
@attribute dim96 numeric
@attribute dim131 numeric
@attribute dim430 numeric
@attribute dim188 numeric
@attribute dim329 numeric
@attribute dim352 numeric
@attribute dim264 numeric
@attribute dim17 numeric
@attribute dim160 numeric
@attribute dim357 numeric
@attribute is_person {0,1}

@data
-5.727563,-5.545241,-5.465081,-8.028613,-6.084019,-6.420403,-6.238389,-5.950707,-4.316539,-6.931024,-6.420403,-6.931024,-6.643854,-7.337001,-5.727563,-5.832753,-6.643854,-6.420403,-6.238389,-5.950707,-6.643854,-6.420403,-5.465081,-6.931024,-7.337001,-5.950707,-7.337001,-6.238389,-5.465081,-5.832753,-5.727563,-4.894587,-6.931024,-6.643854,-8.028613,-5.545241,-5.950707,-6.643854,-5.727563,-5.465081,-5.085628,-6.238389,-6.420403,-6.643854,-6.643854,-5.727563,-6.931024,-6.238389,?,-5.950707,1
-7.377759,-7.377759,-7.377759,-6.972827,-6.972827,-6.461148,-6.461148,-8.069307,-3.822411,-5.991465,-8.069307,-6.461148,-6.124767,-8.069307,-8.069307,-6.124767,-6.684612,-6.972827,-5.873859,-8.069307,-7.377759,-6.972827,?,?,-6.684612,-6.279147,-7.377759,-8.069307,-7.377759,-6.972827,-6.972827,-4.027883,-5.991465,-6.684612,-8.069307,-6.684612,-8.069307,-8.069307,-5.873859,-5.075174,-7.377759,-6.461148,?,-5.431849,-8.069307,?,-5.768321,-6.972827,-5.873859,-6.972827,0
-6.601006,-7.986565,?,-6.195786,-6.601006,?,-6.195786,?,-4.586348,-6.601006,-6.601006,-7.294889,-6.378304,-7.294889,-7.294889,-7.294889,-7.294889,-7.986565,-5.790321,-7.294889,-7.294889,-6.195786,-6.378304,?,-7.294889,-7.294889,-7.294889,-6.041495,-7.294889,?,-7.986565,-4.809492,-6.378304,-7.986565,-6.888934,-7.986565,-5.908227,-7.986565,-6.378304,-7.294889,-7.986565,-7.986565,-7.294889,-6.888934,-6.888934,-6.041495,-5.422521,-6.601006,-5.502639,-6.601006,0
-7.986565,?,-7.986565,-7.294889,?,-7.294889,-7.986565,-6.041495,-3.753397,-7.986565,-6.888934,-7.986565,-7.986565,-7.294889,?,-5.097174,?,?,-6.601006,-7.294889,-7.986565,?,?,-7.986565,?,?,-7.294889,-7.294889,?,-7.294889,-6.888934,-4.896459,-6.601006,-6.195786,?,-7.986565,?,-7.986565,-6.888934,-4.991863,-7.294889,?,?,-5.097174,?,-7.986565,?,?,-6.378304,-7.294889,0
-5.063403,-5.498721,-6.510322,-5.498721,-6.104857,-5.817175,-6.510322,-5.817175,-4.430797,-5.699392,-6.510322,-7.896617,-7.20347,-6.104857,-5.498721,-5.594032,-7.20347,-5.699392,-5.331667,-6.104857,-6.798004,-5.950707,-6.510322,-6.798004,-5.594032,-7.896617,-6.798004,-6.798004,-5.950707,-6.798004,-6.104857,-5.188567,-5.498721,-5.594032,-7.20347,-6.287179,-7.20347,-6.798004,-6.510322,-7.896617,-6.287179,-6.104857,-7.20347,?,-7.20347,-6.798004,-6.798004,-6.104857,-7.896617,-6.798004,1
-6.378304,-7.986565,-6.378304,-6.378304,-6.888934,-6.888934,-7.294889,-6.195786,-5.58974,-5.908227,-6.888934,-6.378304,-5.279496,-7.294889,-6.378304,-6.601006,-6.601006,-7.986565,-6.378304,-6.601006,-6.378304,-5.502639,-5.790321,-6.601006,-7.294889,-6.888934,-6.888934,-5.502639,-5.790321,-6.041495,-6.378304,-5.790321,-7.294889,-7.294889,-7.294889,-6.041495,-6.378304,-5.908227,-5.908227,-5.502639,-5.908227,-6.601006,-6.601006,-6.378304,-6.601006,-5.279496,-6.041495,-5.908227,-6.888934,-5.422521,1
-6.888934,-6.195786,-6.195786,-6.041495,-5.790321,-5.502639,-6.601006,-6.041495,-6.195786,-6.041495,-5.908227,-5.097174,-5.279496,-5.684863,-5.097174,-6.378304,-6.378304,-6.601006,-7.294889,-6.888934,-5.684863,-5.348559,-5.908227,-5.684863,-5.214896,-5.790321,-6.601006,-5.097174,-5.15439,-5.502639,-5.502639,?,-5.908227,-6.195786,-6.041495,-5.15439,-5.58974,-4.896459,-6.041495,-7.986565,-4.943023,-5.502639,-6.041495,-5.790321,-5.214896,-5.214896,-5.684863,-6.888934,-6.888934,-5.502639,0
-4.768631,-5.348559,-5.58974,-5.908227,-5.422521,-4.768631,-5.422521,-4.991863,-5.908227,-5.348559,-5.097174,-5.684863,-5.422521,-5.15439,-4.991863,-4.586348,-5.348559,-4.852094,-4.491038,-5.043055,-6.041495,-6.888934,-6.195786,-4.991863,-4.655306,-4.852094,-5.908227,-6.195786,-5.279496,-5.214896,-5.15439,?,-5.214896,-4.809492,-6.378304,-5.348559,-6.195786,-4.991863,-5.279496,-5.58974,-5.097174,-6.195786,-5.58974,-6.378304,-5.790321,-5.908227,-6.195786,-6.888934,-7.986565,-5.790321,1
-7.896617,-6.287179,-6.104857,-7.896617,-6.104857,-6.510322,-7.896617,?,?,-6.287179,-7.896617,-7.20347,-5.817175,-6.104857,-6.510322,-6.798004,-6.798004,-6.798004,-6.510322,-6.104857,-6.798004,-5.41171,-6.104857,-7.20347,-6.798004,-6.798004,?,-5.950707,-5.699392,-6.287179,-5.950707,?,-7.20347,-6.798004,-7.896617,-6.287179,-6.510322,-7.896617,-5.950707,-5.950707,-6.798004,-6.510322,-6.798004,-6.287179,-5.594032,-5.594032,-7.20347,-6.510322,-6.798004,-6.287179,0
-7.154935,?,?,-5.768321,-6.461148,?,-7.154935,?,-4.446544,?,-7.154935,?,?,?,?,-7.154935,?,-7.154935,-7.154935,-6.461148,?,-7.154935,?,?,?,-6.055896,-7.154935,-5.768321,?,?,?,-5.208659,-5.545241,?,-7.154935,-4.852094,-6.461148,?,?,?,?,?,?,-6.461148,?,-7.154935,-7.154935,-5.768321,-6.461148,?,0
-7.085686,-6.238389,-5.786404,-6.392539,-5.699392,-6.104857,-6.238389,-6.574861,-4.816879,-6.104857,-6.392539,-5.786404,-6.392539,-6.798004,-6.104857,-6.574861,-5.786404,-6.392539,?,-6.392539,-7.491152,-5.881714,-6.798004,-6.104857,-6.104857,-6.392539,-5.881714,-5.881714,-5.619349,-6.104857,-6.392539,-5.476249,-7.491152,-6.238389,-5.881714,-5.699392,-6.238389,-6.798004,-7.085686,?,-5.987074,-5.881714,-6.574861,?,-5.545241,-5.23986,-6.574861,-8.184299,-5.699392,-7.085686,0
-7.896617,-6.798004,-7.896617,-6.287179,-6.798004,-5.594032,-7.896617,-6.287179,-3.889235,-6.510322,-6.510322,-6.104857,-6.510322,-6.287179,-7.20347,-6.287179,-6.287179,-6.104857,-5.950707,?,-6.287179,-6.104857,?,?,-5.817175,-7.20347,-7.20347,-7.896617,-7.20347,-6.510322,-7.896617,-4.852094,-7.20347,-6.798004,-5.699392,?,?,-5.817175,?,-6.104857,-7.896617,-7.896617,-6.510322,-5.498721,?,-7.20347,-6.798004,-6.510322,-7.20347,?,1
-6.888934,-7.294889,-7.986565,-7.986565,-6.888934,-7.986565,-7.986565,-6.378304,?,-6.601006,-7.294889,-6.888934,-7.294889,-7.294889,-5.58974,?,-7.294889,-7.294889,?,-5.908227,-6.888934,-6.888934,-6.195786,-7.294889,-7.986565,-6.041495,-7.294889,-6.195786,-4.896459,-6.195786,-6.378304,-7.986565,-6.888934,?,-7.294889,-5.908227,-6.041495,-6.888934,-5.502639,-4.991863,-5.908227,-6.888934,-5.908227,-5.422521,-7.294889,-6.378304,-7.294889,-6.378304,?,-5.502639,0
-5.790321,-7.294889,-5.58974,-6.195786,-6.601006,-6.888934,-6.041495,-6.378304,-7.294889,-6.378304,-6.041495,-7.294889,-5.684863,-6.888934,-6.378304,-6.041495,-6.601006,-6.378304,-5.790321,-6.601006,-6.601006,-6.378304,-7.294889,-6.601006,-6.888934,-5.684863,-6.378304,-5.790321,-5.502639,-6.601006,-5.790321,-7.986565,-5.58974,-6.378304,-6.041495,-5.58974,-6.195786,-7.294889,-5.908227,-6.378304,-5.422521,-6.601006,-5.908227,-6.378304,-6.041495,-5.684863,-6.378304,-5.58974,?,-6.601006,1
-7.896617,-7.20347,-6.510322,-6.510322,-7.896617,-7.896617,-7.896617,-6.510322,-3.785699,-6.287179,?,-6.287179,-5.699392,-6.798004,-6.798004,-7.20347,-7.20347,-7.896617,-6.798004,-6.798004,-7.20347,-6.104857,-5.331667,?,-6.798004,-6.287179,-6.510322,-6.510322,-6.287179,-6.287179,-6.287179,-4.135354,-5.699392,-7.20347,-6.510322,-6.798004,-5.817175,-7.20347,-7.20347,-5.817175,-5.817175,-5.950707,-6.510322,-6.510322,-6.287179,-5.817175,-6.510322,-6.104857,-7.896617,-6.104857,1
-5.15439,-6.888934,-6.601006,-6.041495,-5.58974,-6.195786,-6.378304,-6.601006,-7.986565,-6.378304,-6.378304,-7.986565,-6.378304,-6.888934,-6.888934,-6.601006,-6.888934,-5.908227,-6.041495,-5.58974,-6.378304,-6.888934,-5.790321,-6.601006,-6.041495,-5.908227,-6.601006,-7.986565,-6.195786,-5.908227,-6.195786,-7.986565,-6.601006,-6.195786,-6.195786,-6.888934,-5.502639,-6.888934,-5.348559,-6.378304,-5.790321,-5.790321,-5.790321,-6.378304,-5.790321,-6.601006,-5.58974,-5.908227,-6.888934,-5.279496,1
-6.888934,-5.908227,-6.195786,-7.294889,-5.908227,-5.908227,-5.684863,-6.601006,-4.491038,-5.908227,-6.888934,-6.601006,-6.601006,-6.378304,-7.294889,-6.378304,-5.790321,-6.378304,-5.790321,-6.888934,-7.986565,-5.908227,-6.041495,-7.986565,-6.195786,-6.195786,-5.684863,-5.908227,-5.422521,-6.195786,-6.888934,-4.896459,-5.58974,-6.601006,-5.908227,-6.601006,-7.294889,-6.378304,-5.502639,-5.422521,-6.195786,-7.294889,-6.378304,-5.279496,-7.294889,?,-5.502639,-6.888934,-6.601006,-5.422521,0
-5.188567,-6.798004,-6.104857,-5.594032,-5.257559,-6.104857,-7.20347,-6.798004,?,-6.104857,-6.104857,-6.798004,-5.594032,-6.287179,-6.104857,-6.510322,-6.287179,-5.817175,-5.950707,-5.006245,-6.510322,-6.104857,-6.287179,-6.104857,-7.20347,-5.594032,-6.798004,-5.699392,-5.331667,-5.817175,-6.104857,?,-6.510322,-6.510322,-6.287179,-5.699392,-5.950707,-6.287179,-5.950707,?,-5.699392,-5.188567,-5.817175,-7.896617,-5.594032,-5.594032,-6.798004,-5.41171,-6.798004,-5.41171,1
?,-6.888934,-5.908227,-6.041495,-6.041495,-7.294889,-6.195786,?,-4.521749,-6.601006,-7.986565,-6.888934,-6.378304,-6.378304,-6.378304,-6.888934,-7.986565,-6.041495,-6.888934,-6.041495,-7.986565,-6.378304,-5.684863,-6.041495,-7.294889,-6.888934,-6.041495,-5.908227,-5.502639,-5.908227,-7.294889,-5.279496,-6.041495,-7.986565,-6.888934,-6.378304,-7.294889,-6.601006,-5.58974,-5.502639,-5.422521,-6.378304,-6.378304,-4.376601,-6.195786,-6.378304,-5.684863,-5.790321,-7.294889,-6.378304,1
-6.888934,?,-6.601006,-6.601006,-6.195786,-7.294889,-7.294889,-7.294889,-7.294889,-7.294889,-7.986565,?,-7.986565,-7.294889,?,-7.986565,-6.195786,-6.378304,-6.195786,-5.908227,-7.986565,-6.601006,-7.294889,?,-6.378304,-6.195786,-6.888934,-6.601006,-7.986565,-7.986565,?,-7.986565,-5.790321,-6.601006,-6.041495,-6.378304,-5.502639,-7.986565,-5.790321,-6.195786,?,-6.195786,-6.195786,-7.294889,-6.888934,-6.601006,-6.195786,-5.790321,-6.041495,-5.790321,0
-5.124028,-6.510322,-6.510322,-5.41171,-7.20347,-5.41171,-5.594032,-6.287179,-5.063403,-5.699392,-5.498721,-6.287179,-5.817175,-6.510322,-6.798004,-5.41171,-5.950707,-6.510322,-5.331667,-6.104857,-6.104857,-5.817175,-6.798004,-6.287179,-7.896617,-5.950707,-6.510322,-6.287179,-6.510322,-6.510322,-6.287179,-5.950707,-6.798004,-5.188567,-7.896617,-6.798004,-6.510322,-6.510322,-5.41171,-6.510322,-6.510322,-7.896617,-6.287179,-6.510322,-7.20347,-6.287179,-5.331667,-5.594032,-6.287179,-5.817175,1
-6.287179,?,-7.896617,-6.287179,-6.104857,-7.896617,?,-6.510322,-3.619876,-7.20347,-7.20347,-6.287179,-6.798004,-7.896617,-6.510322,-7.896617,-6.510322,-6.510322,-6.510322,-5.950707,-7.896617,-7.896617,-5.950707,-6.798004,-7.20347,-5.699392,?,-7.896617,-6.287179,-7.896617,-6.798004,-4.135354,-6.510322,-7.896617,?,-5.188567,-6.798004,-7.20347,-5.188567,-6.510322,-5.950707,-6.510322,-6.104857,-6.798004,-7.20347,-7.896617,-6.510322,-6.287179,?,-5.41171,0
-6.643854,?,-6.866613,-6.307272,-6.173946,-8.254829,-6.307272,-7.559761,-3.949154,-6.461148,-8.254829,-8.254829,-7.559761,?,-8.254829,-6.866613,-7.154935,-7.154935,-6.643854,-6.173946,?,-7.559761,-6.461148,?,-7.559761,-6.866613,-8.254829,-6.866613,-7.559761,?,?,-5.075174,-5.950707,-7.559761,-8.254829,-7.154935,-6.173946,?,-5.855187,-4.446544,-8.254829,-7.154935,-6.643854,-4.885943,-7.154935,-6.866613,-5.855187,-5.688401,-7.154935,-5.614125,0
-5.378227,-5.640526,-5.640526,-5.99708,-5.863599,-5.99708,-6.151164,-6.557098,?,-5.458251,-5.863599,-6.557098,-5.863599,-5.640526,-5.863599,-5.378227,-5.745855,-5.458251,-5.863599,-5.545241,-6.333392,-5.458251,-5.545241,-5.640526,-5.99708,-5.303933,-7.250246,-6.151164,-5.545241,-6.151164,-5.234967,?,-6.333392,-6.151164,-7.943393,-5.378227,-5.99708,-6.557098,-4.998657,-6.84478,-5.458251,-5.640526,-5.303933,-6.84478,-6.151164,-5.99708,-6.557098,-5.99708,-7.943393,-5.640526,1
-5.727563,-6.420403,-6.420403,-6.084019,-6.420403,-6.931024,-6.643854,-6.643854,-4.041107,-5.257559,-6.931024,-6.931024,-8.028613,-6.931024,-6.420403,-5.465081,-5.727563,-6.643854,-5.832753,-5.727563,-6.420403,-6.420403,-6.643854,-8.028613,-5.950707,-5.727563,-5.832753,-7.337001,-5.196844,-5.950707,-6.238389,-6.643854,?,-6.084019,-4.894587,-6.238389,-5.545241,-6.931024,-5.832753,-8.028613,-6.084019,-6.084019,-5.321995,-8.028613,-5.832753,-6.084019,-6.420403,-5.632113,-6.420403,-6.931024,0
?,?,?,?,?,?,?,?,-3.926274,?,?,-7.20347,?,?,?,-7.896617,?,?,?,?,?,?,?,?,-7.896617,?,?,?,?,?,?,-3.926274,-7.896617,?,?,?,?,?,?,-7.20347,?,-7.896617,-7.896617,-7.20347,?,?,?,?,?,?,0
-6.104857,-6.510322,-7.20347,-6.510322,-7.896617,-6.287179,-6.104857,-7.20347,-5.331667,-5.817175,-6.510322,?,-6.510322,-7.20347,-6.104857,-7.20347,-5.699392,-7.20347,-6.510322,-6.798004,-7.20347,-7.896617,-6.798004,-6.510322,-6.798004,-5.817175,-6.104857,-6.510322,-6.287179,-7.896617,-7.20347,-6.798004,-5.950707,?,-5.594032,-7.20347,-6.510322,-7.896617,-6.798004,-7.896617,-6.104857,-6.104857,-5.817175,-6.510322,?,-5.699392,-5.950707,-5.950707,-4.952178,-6.798004,0
-7.20347,-7.896617,-6.287179,-5.331667,-6.798004,-7.896617,?,?,-4.20767,-7.20347,?,?,-7.896617,?,-7.896617,?,-7.896617,-7.896617,-6.510322,-7.20347,?,-7.20347,-7.20347,?,?,-6.798004,-7.20347,-6.510322,-7.896617,-6.798004,-7.896617,-5.257559,-5.063403,?,-7.896617,-6.798004,-5.41171,?,-7.20347,-7.896617,-7.896617,-7.20347,-7.896617,-6.104857,?,-7.20347,-5.699392,-6.287179,-7.20347,-6.104857,1
-5.699392,-6.798004,-6.510322,-5.699392,-6.510322,-6.510322,-6.104857,-6.510322,-3.964738,-6.287179,-6.510322,-7.20347,-6.798004,-7.20347,-7.20347,-5.331667,-6.510322,-7.20347,-5.699392,-6.287179,-7.896617,-6.287179,-6.104857,-7.896617,-7.20347,-6.287179,-6.104857,-7.896617,-6.287179,-5.950707,-6.510322,-4.638417,-5.498721,-5.950707,-6.287179,-6.510322,-7.896617,-6.104857,-5.699392,-6.510322,-7.896617,-6.798004,-6.510322,-7.20347,-7.20347,-6.798004,-5.950707,-6.287179,-7.896617,-6.104857,1
-6.195786,-6.378304,-6.888934,-6.601006,-6.888934,-6.888934,-6.378304,-6.888934,-7.294889,-6.888934,-6.888934,-7.294889,-5.908227,-7.294889,-6.601006,-7.986565,-6.378304,-6.888934,-7.294889,-6.601006,-6.888934,-6.041495,-6.195786,-6.888934,-7.294889,-6.378304,-6.041495,-6.378304,-5.58974,-7.986565,-6.195786,?,-6.601006,-7.986565,-6.888934,-5.908227,-6.195786,-7.986565,-6.601006,-6.041495,-6.041495,-6.601006,-6.888934,-6.888934,-6.378304,-7.294889,-6.601006,-6.601006,-6.888934,-5.790321,0
-5.177517,-6.356172,-6.356172,-5.103409,-6.643854,-6.133028,-6.356172,-7.742466,-7.049319,-6.356172,-7.049319,?,-5.950707,-7.742466,-6.643854,-4.606872,-7.049319,-5.796556,-5.545241,-5.950707,-7.049319,-7.049319,-7.742466,?,-7.742466,-5.439881,-6.133028,-7.742466,-6.643854,?,-6.643854,?,-5.663024,-7.742466,-6.356172,-7.742466,-6.133028,-7.742466,-5.663024,-6.133028,-7.742466,-6.356172,-6.643854,-7.049319,-5.950707,-6.643854,-5.545241,-5.545241,-5.796556,-6.356172,0
-7.986565,-6.195786,-6.888934,?,?,-6.888934,-7.986565,-7.294889,-4.852094,-7.294889,-7.986565,-5.790321,-6.195786,-6.378304,-6.888934,-6.888934,-6.601006,-7.986565,-7.986565,-7.294889,-6.195786,-6.378304,-6.601006,-6.601006,-6.195786,?,-6.601006,-7.294889,-7.294889,-5.58974,-5.908227,-5.422521,?,-7.294889,-7.294889,-7.986565,-6.888934,-6.888934,?,-6.195786,-5.502639,-6.888934,-7.294889,-6.601006,-6.601006,-5.684863,-7.294889,?,?,-7.294889,0
-7.896617,-6.104857,-5.41171,?,-5.817175,-5.498721,-5.699392,-5.699392,-6.287179,-5.188567,-5.817175,-5.257559,-5.817175,-6.287179,-5.817175,-7.20347,-5.257559,-6.510322,-6.798004,-5.950707,-5.817175,-5.699392,-6.510322,-5.699392,-5.594032,-5.594032,-5.699392,-6.287179,-5.699392,-5.124028,-5.594032,-7.20347,-7.896617,-6.798004,-5.257559,-6.510322,-5.594032,-5.331667,-5.699392,-6.104857,-5.950707,-5.41171,-6.287179,?,-6.104857,-6.287179,-6.510322,-6.510322,-6.287179,-6.287179,0
0.718584,1.769224,1.441248,2.256938,1.272079,1.802992,1.370837,2.174072,2.06925,1.325037,2.190741,0.930633,0.700994,1.477964,1.766511,1.648858,1.834931,1.097298,2.2321,1.548076,2.166313,-0.606438,1.847949,1.010191,1.692302,1.568267,1.382288,-0.476413,1.685561,0.498882,0.600378,2.251731,2.146576,0.288389,1.141304,2.105642,1.92242,0.530531,1.297318,2.129932,2.11328,1.64274,0.445852,2.284613,1.844031,2.038575,1.33761,1.374687,1.115802,-0.256284,0
-6.601006,-6.195786,-5.684863,-6.888934,-5.908227,-5.58974,-6.378304,-5.684863,-4.323984,-6.195786,-5.684863,-6.195786,-5.348559,-6.601006,-5.422521,-6.195786,-6.195786,-6.888934,-6.195786,-6.195786,-5.422521,-5.790321,-5.908227,-5.908227,-6.601006,-6.041495,-6.378304,-5.15439,-5.790321,-5.422521,-6.041495,-4.729374,-6.378304,-6.195786,-6.041495,-5.684863,-7.986565,-6.041495,-6.041495,-6.888934,-5.422521,-6.601006,-5.908227,-5.790321,-6.601006,-5.15439,-6.378304,-6.378304,-6.888934,-5.908227,1
-5.699392,-6.104857,-7.896617,-5.594032,-6.287179,-6.104857,-5.699392,-6.287179,-5.331667,-6.510322,-6.510322,-6.104857,-6.510322,-7.20347,-7.20347,-6.287179,-7.896617,-6.798004,-6.798004,-7.20347,-7.896617,-6.510322,-7.20347,-6.510322,-7.896617,-7.896617,-7.896617,-6.287179,-6.798004,?,-6.287179,?,-6.104857,-6.510322,-7.896617,-5.594032,-6.104857,-6.510322,-6.287179,-4.400028,-7.20347,?,-7.20347,-5.498721,-6.510322,-7.20347,-6.798004,-6.510322,?,-5.817175,0
-4.898602,-6.84478,-5.745855,-5.863599,-5.745855,-6.557098,-6.151164,-5.303933,-5.303933,-6.557098,-7.250246,-5.545241,-5.863599,-6.557098,-6.151164,-5.170452,-7.250246,-6.151164,-5.545241,-5.745855,-6.333392,-5.640526,-5.458251,-6.151164,-5.99708,-7.250246,?,-6.557098,-5.170452,-5.745855,-5.640526,-7.943393,-5.458251,-5.863599,-7.943393,-5.378227,-7.943393,-7.943393,-5.99708,-5.99708,-5.052708,-7.250246,-6.333392,-6.151164,-6.151164,-5.745855,-7.943393,-7.250246,?,-5.745855,0
-7.625195,?,?,?,?,?,?,?,-3.863423,?,?,?,-7.625195,?,?,?,?,?,?,?,?,?,-7.625195,-7.625195,?,?,?,?,?,?,-7.625195,-5.427288,-6.931024,?,?,-7.625195,?,?,-7.625195,?,-7.625195,-6.931024,-7.625195,?,-7.625195,-7.625195,-7.625195,?,-5.832753,?,0
-5.863599,-5.863599,-5.863599,?,-7.250246,-6.557098,-6.84478,-6.151164,?,-5.640526,-5.863599,-6.557098,-5.458251,-5.99708,-5.863599,-6.333392,-5.863599,-5.745855,-6.557098,?,-6.84478,-6.333392,-6.333392,-6.333392,-7.250246,-7.250246,-7.943393,-5.863599,-5.109848,-6.557098,-5.863599,?,?,-6.84478,-6.84478,-5.99708,?,-6.333392,-6.84478,?,-5.234967,-6.557098,-5.458251,?,-6.84478,-5.234967,-6.557098,-7.250246,-5.458251,-5.863599,0
-6.510322,-7.896617,-7.896617,-7.896617,-6.510322,?,-7.20347,-7.896617,-5.063403,-6.104857,?,-7.896617,-7.896617,?,?,-7.896617,-7.20347,-7.20347,-6.510322,-6.287179,-7.20347,-7.20347,-7.20347,?,-7.896617,-6.798004,-7.20347,-6.510322,-7.896617,-7.896617,-6.798004,-7.20347,-7.896617,?,-7.896617,-6.510322,-6.287179,-7.896617,-5.950707,-7.896617,-6.798004,-7.20347,-6.287179,-6.287179,-5.41171,-7.896617,-6.287179,-6.104857,?,-6.104857,0
-7.154935,-6.055896,-5.768321,-6.238389,-7.154935,-6.461148,-6.238389,?,-4.158883,-6.055896,?,-6.461148,-6.749044,-6.238389,-5.90199,-7.154935,-6.055896,-7.846803,-7.154935,-7.154935,-7.154935,-7.846803,-6.749044,-6.461148,-6.749044,-6.749044,-6.238389,-6.055896,-6.238389,-6.238389,-6.749044,-4.756691,-6.238389,?,-6.238389,-6.238389,-5.650431,-7.846803,-7.154935,-7.154935,-6.461148,-5.90199,-6.055896,-7.154935,-7.846803,-6.055896,-6.238389,-7.154935,-6.461148,-6.238389,0
-7.742466,-7.742466,?,-7.049319,-7.742466,?,-7.742466,?,?,?,?,-7.742466,?,?,?,?,?,?,?,?,?,?,-7.049319,?,?,-7.049319,?,-7.742466,-7.742466,?,?,?,?,?,?,?,?,?,?,?,?,-7.742466,?,?,-6.356172,-7.049319,?,?,-6.356172,-7.742466,0
-6.420403,-6.420403,-5.465081,-6.643854,-6.931024,-6.420403,-6.643854,-5.832753,-6.643854,-6.931024,-6.238389,-5.727563,-5.727563,-5.832753,-5.391091,-6.084019,-7.337001,-7.337001,-6.238389,-6.238389,-5.391091,-7.337001,-5.545241,-5.727563,-6.643854,-7.337001,-8.028613,-5.832753,-5.196844,-5.832753,-5.632113,-8.028613,-7.337001,-6.084019,-8.028613,-6.084019,-7.337001,-5.545241,?,-5.950707,-5.465081,-5.832753,-6.931024,-6.643854,-5.950707,-5.391091,-8.028613,-6.420403,-6.084019,-4.985553,1
?,?,?,-7.896617,?,-7.896617,-7.896617,-6.510322,-3.964738,-7.20347,-7.896617,-7.896617,-7.896617,-7.896617,?,-7.20347,?,?,-7.896617,?,-7.20347,-7.896617,?,?,?,?,?,-6.798004,-7.20347,?,-6.798004,-4.182979,-7.896617,-6.104857,?,-6.510322,?,-7.20347,?,-5.594032,-7.896617,?,?,-5.817175,-6.104857,-6.287179,-7.896617,?,-5.594032,?,0
-7.20347,-7.896617,-7.20347,-6.798004,-7.896617,-7.896617,?,-7.896617,-5.498721,-6.798004,?,-6.798004,-7.20347,-7.20347,-5.594032,?,?,-7.20347,?,-7.20347,-7.20347,?,-6.798004,-5.950707,-7.896617,-6.104857,-7.896617,-7.20347,-6.798004,-6.510322,-6.104857,?,?,-7.896617,-7.20347,-6.798004,?,-7.896617,?,-7.20347,?,-5.594032,-7.20347,-7.896617,-5.699392,-6.798004,-7.20347,-6.287179,-6.104857,-7.20347,1
-5.594032,-6.287179,-5.699392,-5.188567,-5.950707,-7.896617,-6.287179,-6.510322,-5.063403,-6.287179,-7.896617,-7.896617,-6.104857,-6.798004,-7.20347,-7.896617,-7.20347,-7.20347,-6.798004,-6.104857,-7.896617,-6.510322,-6.798004,-6.510322,?,-5.950707,-7.896617,-7.20347,-5.817175,-6.104857,-7.896617,-6.104857,-5.950707,?,-7.20347,-6.510322,-5.699392,-7.20347,-6.510322,-6.798004,-6.798004,-6.287179,-6.104857,-6.104857,-6.287179,-5.817175,-6.510322,-6.104857,-5.950707,-5.41171,0
-7.154935,-6.055896,-6.461148,-5.768321,-7.846803,-6.238389,-7.154935,-6.238389,-5.014493,-6.461148,-6.055896,-6.461148,-5.768321,-6.055896,-6.461148,-5.90199,-6.461148,-6.238389,-6.461148,-6.749044,-5.90199,-6.055896,-7.846803,-7.154935,-6.461148,-6.461148,-6.461148,-7.154935,-6.461148,?,-7.154935,-5.768321,-5.650431,-5.90199,-5.90199,-6.238389,-7.154935,-5.768321,-6.749044,-7.154935,-6.238389,-6.461148,-6.055896,-6.749044,-6.238389,-6.749044,-5.768321,-6.238389,-7.154935,-6.749044,0
